OT,LAT,LON,DEPTH,MAG,MAGTYPE,GT
2018/08/11T06:04:16.19,46.6509,-113.47,10.7,3.8,ml,CH01
1964/11/16T02:46:41.87,37.0308,-121.785,12,4.6,mb,CH02
1967/12/18T17:24:31.30,37.0013,-121.8371,8,5,mb,CH02
1974/11/28T23:01:24.62,36.8832,-121.5694,8,4.8,mb,CH03
1979/05/08T05:11:8.10,37.2829,-121.6906,8,4.3,mb,CH01
1979/08/06T17:05:22.62,37.1277,-121.5183,10,5.4,mb,CH01
1981/01/15T12:47:51.49,37.3672,-121.7196,6,4.8,mb,CH01
1981/03/03T10:45:13.30,37.5289,-121.9229,9,4.3,mb,CH02
1984/04/24T21:15:19.16,37.3088,-121.6791,7,5.8,mb,CH01
1986/01/26T19:20:51.49,36.7878,-121.3536,7,5.2,mb,CH02
1988/02/20T08:39:57.52,36.7982,-121.3774,10,4.3,mb,CH02
1988/06/13T01:45:36.76,37.3882,-121.729,7,4.7,mb,CH01
1988/06/27T18:43:22.37,37.1135,-121.8761,7,4.7,mb,CH02
1988/11/10T05:08:3.17,37.3676,-121.7261,7,4.5,mb,CH01
1988/12/30T23:54:24.48,37.2791,-121.6557,6,4.3,mb,CH01
1989/04/03T17:46:34.35,37.4245,-121.7524,9,4.5,mb,CH01
1989/07/09T13:38:44.78,37.393,-121.7604,6,4.1,mb,CH01
1989/08/08T08:13:26.56,37.129,-122.0142,7,4.5,mb,CH02
1989/10/18T00:04:15.29,37.0537,-121.8962,14,7.2,Mw,CH01
1989/10/18T00:41:23.07,37.2999,-121.8327,4,4.9,mb,CH03
1990/04/18T13:53:51.45,36.911,-121.6845,6,5.3,mb,CH02
1990/04/18T15:46:3.46,36.9189,-121.7082,5,4.5,mb,CH02
1991/03/24T03:42:8.66,36.9598,-121.7455,12,4.3,mb,CH02
1993/01/16T06:29:35.08,37.0253,-121.5034,9,4.8,mb,CH01
1993/08/11T22:33:4.23,37.3147,-121.6474,8,4.5,mb,CH01
1994/01/11T10:53:51.71,36.9675,-121.7726,9,3.3,mb,CH01
1995/09/13T20:36:46.33,37.0927,-121.5163,8,4.4,mb,CH01
1995/11/29T23:12:33.68,36.7899,-121.5643,7,3.7,mb,CH01
1996/04/19T00:52:41.49,36.8583,-121.6373,4,4.3,mb,CH01
1996/05/21T20:50:20.63,37.3601,-121.7079,9,4.4,mb,CH01
1997/03/22T11:31:49.48,36.8217,-121.4751,11,3.5,mb,CH03
1997/07/17T19:46:36.97,36.9367,-121.6502,7,3.4,mb,CH03
1998/06/15T01:59:22.29,37.0363,-121.5141,9,4.2,mb,CH02
1998/08/12T14:10:24.60,36.739,-121.5092,5,4.6,mb,CH01
1998/10/10T06:50:31.61,36.9563,-121.6054,8,3.2,mb,CH03
1998/12/29T12:38:12.65,37.0918,-122.055,8,3.5,mb,CH02
1999/01/27T03:58:43.40,37.2507,-121.6417,4,3.2,mb,CH02
2001/02/11T23:04:6.23,36.7832,-121.5578,5,3.3,mb,CH02
2001/02/25T23:18:22.69,37.3186,-121.6973,6,3.7,mb,CH02
2001/07/02T17:33:53.35,36.6642,-121.437,1,3.2,mb,CH02
2001/08/26T05:03:1.98,36.7901,-121.5746,4,4.4,mb,CH03
2002/05/14T05:00:29.32,36.9441,-121.6557,6,4.6,mb,CH01
2003/01/07T22:29:27.11,36.7981,-121.4564,10,4.1,mb,CH01
2004/03/16T06:38:31.71,36.8755,-121.5197,3,4.2,mb,CH03
2006/06/15T12:24:51.20,37.0732,-121.5194,6,4.2,mb,CH01
2007/07/02T19:58:52.98,36.8615,-121.6608,10,4.1,mb,CH01
2007/10/31T03:04:54.50,37.4146,-121.8702,11,5.1,mb,CH01
2010/01/07T18:09:35.36,37.4552,-121.8612,13,4.2,mb,CH02
2011/01/08T00:10:17.44,37.2885,-121.668,9,3.9,mb,CH02
2011/01/12T08:51:3.39,36.7341,-121.5439,6,4.2,mb,CH01
2014/11/20T06:26:49.10,36.7886,-121.5982,8,4,mb,CH01
2016/07/19T21:38:39.02,36.6821,-121.3846,7,4.1,mb,CH01
2017/10/10T00:53:18.73,37.2973,-121.6902,12,3.6,mb,CH01
2017/12/27T06:32:9.58,37.3694,-121.7905,13,3.1,mb,CH01
1978/03/09T06:30:52.04,40.7595,-112.0982,9,3.3,ml,CH01
1983/10/08T11:57:54.12,40.7314,-111.9965,6,,nomag,CH01
2001/07/08T13:55:51.39,40.7373,-112.0848,4,3.4,ml,CH01
2006/02/09T05:09:9.83,40.5718,-111.9571,8,2.1,ml,CH01
2006/11/17T06:22:8.51,40.7327,-112.0478,4,2.6,ml,CH01
2007/05/29T03:05:14.68,40.585,-111.9594,6,,nomag,CH01
2008/03/07T11:21:53.16,40.8173,-111.779,7,2.5,ml,CH01
2008/08/11T06:05:46.58,40.7212,-112.0761,8,2.3,ml,CH01
2011/11/28T07:02:37.31,40.7111,-112.072,5,2.1,ml,CH01
2012/01/05T19:49:43.65,40.7924,-111.6502,10,,nomag,CH01
2016/11/25T15:45:39.32,40.4609,-111.9991,8.7,,nomag,CH01
2016/11/29T11:04:17.88,40.7182,-112.0654,10.4,,nomag,CH01
2017/06/14T20:57:58.47,40.518,-112.1579,0.6,,nomag,CH01
2017/09/18T17:21:18.84,40.7051,-111.6141,10.4,,nomag,CH01
2018/10/24T04:30:13.33,40.8657,-111.6634,8.8,,nomag,CH01
2019/01/27T06:21:47.38,40.3919,-111.9387,2.3,,nomag,CH01
2019/02/15T12:02:51.14,40.4702,-111.9511,7.1,2.8,mb,CH01
2019/02/15T16:05:43.85,40.4717,-111.9456,2.1,,nomag,CH01
2019/02/16T06:41:40.73,40.467,-111.9503,5.9,,nomag,CH01
2019/02/17T02:00:53.24,40.4767,-111.9439,5.8,,nomag,CH01
2019/02/21T02:37:42.45,40.4778,-111.9529,7.5,,nomag,CH01
2019/02/21T03:08:38.39,40.473,-111.9481,6.3,,nomag,CH01
2019/03/05T08:04:34.35,40.4773,-111.9504,6.5,,nomag,CH01
2019/03/17T16:28:3.38,40.4731,-111.9498,7.6,,nomag,CH01
2019/03/22T13:36:34.96,40.4716,-111.9559,7.2,,nomag,CH01
2019/03/22T15:22:7.75,40.4687,-111.9503,7.4,,nomag,CH01
2019/03/31T07:58:45.97,40.474,-111.9529,5.8,,nomag,CH01
2019/03/31T08:14:4.69,40.4707,-111.9505,6.5,,nomag,CH01
2020/03/18T13:09:31.98,40.7507,-112.0788,9,5.7,Mww,CH01
2020/03/18T13:10:8.50,40.7591,-112.0626,8,,nomag,CH01
2020/03/18T13:10:17.20,40.7514,-112.0663,7,,nomag,CH01
2020/03/18T13:14:21.93,40.7545,-112.0581,7,3,ml,CH01
2020/03/18T13:15:11.84,40.753,-112.0519,8,3.6,ml,CH01
2020/03/18T13:15:56.22,40.7461,-112.0415,7,3.3,ml,CH01
2020/03/18T13:16:3.29,40.7527,-112.0556,7,,nomag,CH01
2020/03/18T13:16:38.98,40.7646,-112.0675,6,3.3,ml,CH01
2020/03/18T13:18:28.88,40.7509,-112.0483,6,3.2,ml,CH01
2020/03/18T13:22:2.42,40.7511,-112.0423,8,3.7,ml,CH01
2020/03/18T13:23:20.33,40.751,-112.0845,8,3.7,ml,CH01
2020/03/18T13:29:56.08,40.7454,-112.0473,7,3.1,ml,CH01
2020/03/18T13:31:18.69,40.7497,-112.0439,5,3.1,ml,CH01
2020/03/18T13:32:30.32,40.7494,-112.0461,7,3.9,Mwr,CH01
2020/03/18T13:36:38.37,40.7431,-112.0681,10,3.5,ml,CH01
2020/03/18T13:48:1.83,40.7239,-112.0757,8,3,ml,CH01
2020/03/18T14:02:13.22,40.7655,-112.0663,6,4.4,mb,CH01
2020/03/18T14:05:5.18,40.7507,-112.0601,7,,nomag,CH01
2020/03/18T14:06:12.79,40.7287,-112.0765,6,3.5,ml,CH01
2020/03/18T14:57:41.93,40.7515,-112.0379,5,3.5,ml,CH01
2020/03/18T17:16:50.00,40.7509,-112.0464,5,3.3,ml,CH01
2020/03/18T18:30:45.12,40.7467,-112.0386,8,3.1,ml,CH01
2020/03/18T19:07:30.75,40.7572,-112.0613,8,3.4,ml,CH01
2020/03/18T19:12:24.07,40.7478,-112.055,9,4.6,Mww,CH01
2020/03/19T12:44:48.02,40.7388,-112.0355,9,,nomag,CH01
2018/05/18T12:04:3.95,31.6539,-104.5272,2,2.7,ml,CH02
2018/05/25T22:34:30.56,31.643,-103.984,6,2.7,ml,CH01
2018/07/09T02:53:45.32,31.7125,-104.5489,4,2.9,ml,CH03
2018/07/14T23:48:36.93,31.6837,-104.5189,3,2.6,ml,CH02
2018/12/23T08:46:25.21,31.6765,-104.5261,3,3,ml,CH01
2019/01/31T22:16:59.92,31.6449,-104.5762,1,2.5,ml,CH01
2019/02/16T13:58:58.16,31.6652,-104.3422,4,3,ml,CH02
2019/02/20T22:31:59.68,31.6423,-104.2387,5,2.8,ml,CH01
2019/03/21T16:16:22.81,31.6642,-104.3518,6,3,ml,CH01
2019/03/22T07:27:28.08,31.6431,-104.5908,4,2.8,ml,CH01
2019/03/22T12:44:37.71,31.6582,-104.3335,1,3,ml,CH01
2019/03/23T17:38:0.30,31.651,-104.5926,4,2.3,ml,CH01
2019/03/24T01:03:8.26,31.6227,-104.4075,1,2.8,ml,CH01
2019/05/04T17:23:46.96,31.6562,-104.3039,6,2.8,ml,CH01
2019/05/29T03:45:54.58,31.662,-104.3676,6,2.5,ml,CH01
2019/06/07T02:26:59.05,31.6497,-104.3049,3,2.4,ml,CH01
2019/06/19T05:47:20.84,31.6386,-104.5802,2,3.2,ml,CH01
2019/06/27T15:09:46.40,31.6051,-104.5211,4,2.6,ml,CH01
2019/07/22T10:44:16.23,31.6505,-104.3175,3,2.6,ml,CH01
2019/07/23T10:42:56.75,31.692,-104.3181,5,2.6,ml,CH01
2019/08/16T09:35:18.38,31.6525,-104.3185,3,2.8,ml,CH01
2019/08/19T03:10:30.49,31.6522,-104.3162,2,2.6,ml,CH01
2019/08/23T06:52:36.73,31.6486,-104.3147,8,2.6,ml,CH01
2019/08/25T23:00:17.45,31.6515,-104.3057,6,2.9,ml,CH01
2019/10/07T02:31:40.65,31.6963,-104.3165,3,2.7,ml,CH01
2019/10/07T02:35:4.40,31.6868,-104.3177,3,2.7,ml,CH01
2019/11/07T04:04:40.02,31.6581,-104.3179,7,3.6,Mwr,CH01
2019/11/07T07:51:20.61,31.6563,-104.3082,5,2.7,ml,CH01
2019/11/16T03:53:46.62,31.6877,-104.3096,2,2.4,ml,CH01
2019/11/16T18:32:46.90,31.6473,-104.3175,8,2.6,ml,CH01
2019/12/17T11:16:57.16,31.6337,-104.2048,2,3.8,ml,CH01
2019/12/21T17:06:50.73,31.6495,-104.2373,5,2.8,ml,CH01
2019/12/29T06:08:46.15,31.6542,-104.3084,3,2.8,ml,CH01
2020/01/02T16:03:50.99,31.7475,-104.1651,9,2.9,ml,CH02
2020/03/26T08:52:41.91,31.71,-104.0447,10,3.8,Mwr,CH01
2020/03/26T15:16:27.90,31.7022,-104.0461,12,5,Mww,CH01
2020/03/26T16:16:16.67,31.718,-104.0406,8,3,ml,CH02
2020/03/26T18:29:0.27,31.7157,-104.0579,8,3,ml,CH01
2020/03/26T18:52:26.02,31.7067,-104.0426,8,3.1,ml,CH01
2020/07/05T17:57:40.59,31.6658,-104.3852,7,,nomag,CH01
2020/07/12T08:47:54.24,31.5944,-104.2291,8,,nomag,CH01
2020/07/20T16:38:0.63,31.6833,-104.4369,10,,nomag,CH01
2020/09/07T01:15:59.88,31.5882,-104.2306,9,,nomag,CH01
2020/09/10T03:29:25.38,31.6607,-104.3092,10,,nomag,CH01
2020/09/15T02:52:14.57,31.7311,-104.3496,10,,nomag,CH01
2020/09/24T23:14:13.69,31.6694,-104.3956,10,,nomag,CH01
2020/09/25T16:10:49.71,31.6679,-104.3816,7,,nomag,CH01
2020/10/01T19:02:29.83,31.6669,-104.3697,11,,nomag,CH01
2020/10/07T13:43:47.03,31.7261,-104.5784,6,,nomag,CH01
2020/10/09T03:35:30.95,31.7249,-104.5751,6,,nomag,CH01
2020/10/09T03:39:59.87,31.7252,-104.5729,6,,nomag,CH01
2020/10/29T01:40:6.79,31.6754,-104.3248,11,,nomag,CH01
2020/10/30T15:43:15.03,31.6594,-104.3208,9,,nomag,CH01
2020/11/01T00:47:37.50,31.6127,-104.2649,10,,nomag,CH01
2020/11/12T20:11:42.22,31.7285,-104.5507,8,,nomag,CH01
2020/11/19T00:40:7.77,31.7003,-104.3255,11,,nomag,CH01
2020/12/04T19:21:4.59,31.6637,-104.3103,12,,nomag,CH01
2021/01/07T04:55:32.98,31.6608,-104.3153,11,,nomag,CH01
2021/01/20T08:22:1.15,31.6907,-104.4394,8,,nomag,CH01
2021/01/30T09:10:29.58,31.6825,-104.4097,12,,nomag,CH01
2021/02/01T00:58:55.13,31.6831,-104.4056,11,,nomag,CH01
2021/02/01T15:27:29.21,31.6815,-104.4262,10,,nomag,CH01
2021/02/02T03:03:23.11,31.6724,-104.5323,8,,nomag,CH01
2021/02/08T10:27:6.79,31.6768,-104.3955,10,,nomag,CH01
2021/02/08T10:39:29.32,31.7273,-104.3518,8,,nomag,CH01
2021/02/08T13:53:11.13,31.6799,-104.3885,12,3.7,mb,CH01
2021/02/09T09:21:13.30,31.6677,-104.2839,10,,nomag,CH01
2021/02/26T11:19:58.64,31.7346,-104.6062,5,,nomag,CH01
2021/02/26T15:04:19.05,31.7376,-104.6037,7,,nomag,CH01
2021/02/28T22:00:42.19,31.7054,-104.3176,11,,nomag,CH01
2021/03/01T13:38:7.26,31.6877,-104.4431,10,,nomag,CH01
2021/03/16T16:34:13.13,31.7266,-104.5931,8,,nomag,CH01
2021/03/16T21:34:19.15,31.6693,-104.3929,9,,nomag,CH01
2021/03/17T04:19:28.07,31.6733,-104.358,7,,nomag,CH01
2001/07/07T07:33:54.38,39.2813,-119.9762,6,,nomag,CH01
2004/06/03T08:54:45.11,39.2966,-120.0206,3,3.9,mb,CH01
2005/06/26T18:45:56.89,39.2848,-120.0708,10,4.3,mb,CH01
2008/03/08T10:07:0.30,39.5233,-119.9364,2.3,,nomag,CH00
2008/04/24T22:47:4.12,39.5277,-119.9344,2,,nomag,CH00
2008/04/24T22:55:48.97,39.5297,-119.9352,2.8,,nomag,CH00
2008/04/26T01:13:20.91,39.529,-119.9362,1.6,,nomag,CH00
2008/04/26T06:40:10.55,39.5234,-119.9307,2.5,5,Mw,CH00
2008/04/26T07:29:20.02,39.5279,-119.9271,3.6,,nomag,CH00
2008/04/28T11:33:18.20,39.5266,-119.9341,1.6,,nomag,CH00
2008/06/08T17:53:40.66,39.5503,-119.9248,2.7,,nomag,CH00
2008/06/08T17:55:19.40,39.5486,-119.9244,2.3,3.6,mb,CH00
2009/12/23T04:59:53.67,39.2803,-120.0018,1,3.7,ml,CH01
2011/12/23T05:30:29.52,39.4082,-120.1528,3,3.1,ml,CH01
2012/06/23T03:51:57.12,39.2938,-120.003,4,4.5,mb,CH01
2012/06/23T07:13:46.82,39.3068,-119.997,5,2.4,ml,CH01
2012/06/26T19:05:51.81,39.3021,-120.0021,7,2.7,ml,CH01
2012/06/26T21:21:58.95,39.3016,-119.9985,5,2.9,ml,CH01
2014/09/11T00:08:42.71,39.2238,-120.1182,9,,nomag,CH01
2015/04/08T05:06:43.38,39.3533,-120.0331,4,,nomag,CH01
2015/07/19T01:36:6.82,39.4585,-120.3042,15,,nomag,CH01
2015/12/23T06:46:7.81,39.4461,-119.8023,5,3.9,mb,CH01
2017/06/27T09:02:2.39,39.4716,-120.3643,6,,nomag,CH01
2017/06/27T09:09:21.70,39.4732,-120.3558,8,3.9,ml,CH01
2017/06/27T09:16:28.83,39.4734,-120.3589,9,,nomag,CH01
2017/06/27T12:14:10.96,39.473,-120.3613,7,,nomag,CH01
1966/10/11T16:59:12.05,35.0928,-117.362,12,,nomag,CH02
1966/10/20T14:25:39.85,35.1327,-117.3225,11,,nomag,CH01
1978/10/10T09:06:56.63,35.0712,-117.5003,13,3.6,ml,CH01
1992/10/11T12:38:11.70,34.9025,-116.7866,11,,nomag,CH01
1992/11/14T07:01:3.38,34.965,-116.9348,14,3.5,ml,CH01
1992/11/14T07:17:16.04,34.9557,-116.9263,12,3.4,ml,CH01
1992/11/21T19:03:58.44,35.1491,-117.1039,14,3.5,ml,CH01
1992/11/23T04:01:34.24,34.9444,-116.9317,10,3.5,ml,CH01
1992/11/25T02:40:24.52,35.0335,-116.973,10,4.1,ml,CH01
1992/11/26T21:41:17.16,34.9683,-116.9487,10,4,ml,CH01
1992/12/05T18:28:16.08,35.0549,-117.0219,9,3.3,ml,CH01
1992/12/24T09:25:7.03,35.0126,-116.9373,13,3.4,ml,CH01
1993/02/11T12:39:36.41,34.9821,-116.954,12,,nomag,CH01
1993/02/11T15:54:5.08,34.9965,-116.9466,12,3.5,ml,CH02
1993/04/22T00:26:52.24,34.9595,-116.9244,12,3.9,ml,CH01
1993/05/08T11:57:48.34,34.946,-116.9258,10,3.6,ml,CH01
1993/05/12T00:46:55.51,34.9616,-116.9732,6,3.8,ml,CH01
1993/07/11T05:00:44.87,34.758,-117.4708,10,3.1,ml,CH01
1994/01/13T11:06:37.84,34.9652,-116.9581,10,3.4,ml,CH01
1994/06/27T10:53:3.75,35.0197,-116.9866,13,3.5,ml,CH01
1994/12/10T17:54:24.70,34.971,-116.9571,9,3.3,ml,CH01
1995/03/13T02:04:25.12,34.9286,-116.9089,12,3.4,ml,CH01
1995/06/08T22:32:17.96,34.9752,-116.9484,12,3.4,ml,CH01
1995/06/09T08:45:47.66,34.9278,-116.9213,12,3.1,ml,CH01
1995/06/11T05:20:41.84,34.9341,-116.9007,9,3,ml,CH01
1995/06/19T10:40:39.19,34.9357,-116.8941,12,3.4,ml,CH01
1995/06/23T07:17:7.60,35.0265,-117.0026,10,3.1,ml,CH01
1995/08/25T02:59:34.54,35.018,-116.9548,14,3.5,ml,CH01
1996/01/04T00:25:37.22,35.049,-116.9725,17,3.4,ml,CH01
1996/02/04T06:28:47.31,35.0203,-116.9662,12,3.6,ml,CH01
1997/03/18T15:24:47.37,34.976,-116.8382,12,4.6,mb,CH01
1997/03/18T16:19:23.13,34.961,-116.8384,12,3.2,mb,CH01
1997/03/18T16:40:14.73,34.9665,-116.8342,12,3.4,md,CH01
1997/03/19T04:45:19.06,34.9669,-116.8234,12,3.3,ml,CH01
1997/04/21T07:38:47.03,34.9718,-116.8259,11,3.4,ml,CH01
1997/05/06T18:53:22.71,34.9738,-116.8127,13,3.2,ml,CH01
1997/05/23T06:48:32.04,34.9673,-116.8145,13,3.6,ml,CH01
1997/05/23T12:22:0.79,34.9675,-116.8213,10,3.5,ml,CH01
1997/06/30T01:05:31.21,34.9673,-116.8276,12,3.4,ml,CH01
1997/06/30T01:28:56.15,34.9637,-116.8105,11,3.2,ml,CH01
1997/11/06T04:33:42.90,34.9692,-116.9505,12,3.8,ml,CH01
1998/01/27T04:11:5.85,34.9714,-116.9418,12,3,ml,CH01
1998/07/17T11:43:40.75,34.9656,-116.9648,10,3.3,ml,CH01
1998/08/12T19:56:6.13,34.8362,-117.6016,11,3.5,ml,CH01
1999/06/17T00:21:17.54,34.9659,-117.0146,11.8,3.1,ml,CH01
2001/02/24T06:09:59.75,35.0939,-117.5316,8,3.1,mb,CH01
2008/05/20T02:59:51.48,35.2633,-117.3534,12,3.7,ml,CH01
2014/05/27T19:30:51.28,34.9915,-116.8758,11.7,,nomag,CH01
2014/06/11T09:38:5.46,34.9996,-116.9246,10.8,,nomag,CH01
2015/12/26T08:04:30.87,35.2021,-117.283,11,,nomag,CH01
2015/12/26T11:55:16.23,35.2017,-117.2855,12,,nomag,CH01
2015/12/27T18:31:17.78,35.2071,-117.2886,12,4.3,mb,CH01
2017/02/15T06:15:11.38,35.1964,-117.2893,12,,nomag,CH01
2017/07/16T13:27:49.23,34.9674,-117.4295,10.8,,nomag,CH01
2019/11/28T23:10:59.54,34.8734,-117.3911,12.9,,nomag,CH01
2020/01/25T03:03:34.74,35.091,-116.9848,14.4,4.6,Mwr,CH01
2020/02/08T19:34:20.59,35.0902,-116.979,14.4,3.9,Mwr,CH01
2020/06/03T04:36:23.28,35.2267,-117.1909,13.8,3.9,Mwr,CH01
1987/06/10T23:48:51.14,38.8067,-88.0016,10,4.9,mb,CH01
2008/04/18T09:36:56.95,38.4776,-87.8953,18,5,Mw,CH01
2008/04/18T09:59:30.04,38.4307,-87.8743,15,,nomag,CH02
2008/04/18T10:03:58.12,38.4489,-87.8681,19,,nomag,CH02
2008/04/18T10:36:31.45,38.4337,-87.8861,20,,nomag,CH01
2008/04/18T11:55:55.82,38.4262,-87.9099,20,,nomag,CH01
2008/04/18T15:14:15.71,38.4597,-87.9096,22,4.5,mb,CH01
2008/04/19T03:05:51.52,38.4339,-87.9071,18,,nomag,CH01
2008/04/19T16:55:15.61,38.4288,-87.9227,20,,nomag,CH01
2008/04/20T05:02:40.39,38.4339,-87.852,22,,nomag,CH01
2008/04/21T05:38:28.84,38.4476,-87.8912,25,3.8,mb,CH01
2008/04/24T11:44:22.84,38.4566,-87.9042,21,,nomag,CH01
2008/04/25T17:30:58.83,38.4582,-87.8884,24,3.5,mb,CH01
2008/04/30T19:29:16.87,38.4387,-87.8889,20,,nomag,CH01
2008/05/01T05:30:36.00,38.4436,-87.8833,23,,nomag,CH01
2008/06/05T07:13:13.99,38.4301,-87.8833,20,,nomag,CH01
2008/06/24T22:20:7.59,38.4473,-87.8869,27,,nomag,CH01
2008/07/18T02:58:54.45,38.4312,-87.8883,18,,nomag,CH01
2011/09/14T03:20:35.99,38.6251,-88.2916,39,,nomag,CH01
2012/05/10T22:07:18.52,38.8124,-87.4635,17,,nomag,CH01
2012/05/10T22:54:4.34,38.814,-87.4692,20,,nomag,CH01
2012/11/20T23:41:52.06,38.4547,-87.8871,17,2.5,ml,CH01
2012/12/09T14:15:37.78,38.604,-88.341,37,1.9,ml,CH01
2013/03/30T18:13:9.55,38.8104,-87.4634,16,2,ml,CH01
2013/06/05T07:35:16.32,38.597,-87.8739,33,2.1,ml,CH01
2013/06/30T08:36:36.41,38.5236,-88.0117,13,2.6,ml,CH01
2013/07/10T22:46:54.18,38.4492,-87.8693,23,2.3,ml,CH01
2017/09/19T11:47:27.35,38.4161,-87.9239,17,3.4,mb,CH01
2018/08/12T05:04:14.76,68.5684,-147.1446,8,3.2,ml,CH02
2018/08/13T21:21:3.32,69.1853,-147.5123,11,3.2,ml,CH03
2018/08/14T11:09:5.93,68.8296,-147.4371,5,2.7,ml,CH02
2018/08/15T12:12:49.09,69.0247,-147.5982,15,2.8,ml,CH02
2018/08/17T17:52:12.97,69.1311,-146.5829,16,2.8,ml,CH03
2018/08/18T11:00:27.08,68.5781,-147.1501,9,2.7,ml,CH02
2018/08/18T21:54:2.67,69.1474,-146.5212,10,3.3,ml,CH02
2018/08/18T22:05:55.85,69.1203,-146.5191,7,3,ml,CH02
2018/08/18T22:11:54.41,69.1345,-146.5005,8,2.7,ml,CH02
2018/08/18T23:15:18.50,69.1224,-146.5128,10,2.7,ml,CH02
2018/08/19T01:49:38.85,69.1703,-146.4155,6,1.8,ml,CH02
2018/08/19T03:06:44.86,68.9178,-146.4934,10,2.5,ml,CH02
2018/08/19T04:47:44.32,69.1584,-146.5779,7,3.1,ml,CH02
2018/08/20T09:13:5.19,68.8747,-147.5486,10,2.7,ml,CH02
2018/08/22T12:30:3.48,69.057,-147.0113,11,3,ml,CH02
2018/08/22T12:32:36.07,69.0744,-147.0201,11,3.4,ml,CH02
2018/08/22T16:50:1.19,69.0714,-147.0027,12,2.7,ml,CH02
2018/08/23T11:51:49.19,69.0562,-146.8744,9,2.5,ml,CH02
2018/08/23T20:43:12.95,69.1555,-146.4896,10,2.5,ml,CH03
2018/08/24T22:14:58.52,69.2001,-147.4742,12,2.9,ml,CH02
2018/08/28T11:01:31.20,68.6983,-147.3159,13,2.8,ml,CH03
2018/08/30T06:38:5.80,69.0736,-147.0488,12,3.3,ml,CH02
2018/09/01T13:08:15.32,68.8358,-146.5096,3,2.8,ml,CH02
2018/09/02T00:52:58.44,68.6549,-145.833,6,2.7,ml,CH02
2018/09/02T03:27:54.46,68.8521,-146.5397,8,2.5,ml,CH03
2018/09/02T22:11:17.42,68.8229,-146.4716,6,2.6,ml,CH03
2018/09/10T05:31:36.13,68.6055,-147.4515,9,2.2,ml,CH03
2018/09/10T11:12:2.82,68.7696,-147.4996,11,2.5,ml,CH02
2018/09/10T14:38:7.88,69.0934,-146.3593,7,2.5,ml,CH03
2018/09/10T17:03:59.01,69.1489,-146.4856,6,3,ml,CH03
2018/09/10T23:14:9.95,69.1843,-146.3795,10,3.3,ml,CH03
2018/09/11T01:29:13.78,69.1811,-146.5353,7,2.8,ml,CH02
2018/09/11T18:12:29.57,69.1465,-146.4838,8,3.3,ml,CH02
2018/09/12T00:08:31.12,68.8431,-147.5859,7,2.4,ml,CH02
2018/09/13T16:27:10.91,68.822,-146.639,12,2.8,ml,CH02
2018/09/13T21:30:21.74,68.8024,-146.4753,5,2.5,ml,CH02
2018/09/13T23:24:13.16,69.1404,-146.4047,8,2.5,ml,CH02
2018/09/13T23:26:45.78,69.1135,-146.4674,4,3.3,ml,CH02
2018/09/13T23:55:14.70,69.0907,-146.7251,14,2.6,ml,CH03
2018/09/14T04:23:9.02,68.7013,-147.1873,7,2.6,ml,CH02
2018/09/14T05:02:15.34,69.0491,-147.0067,13,4.1,Mwr,CH02
2018/09/14T05:15:54.05,69.0666,-146.9988,10,2.5,ml,CH02
2018/09/14T05:47:41.37,69.0454,-146.9902,10,2.7,ml,CH02
2018/09/14T18:15:30.18,68.8191,-146.4036,6,2.6,ml,CH03
2018/09/14T21:44:22.45,69.1359,-146.459,5,2.5,ml,CH02
2018/09/15T02:39:17.68,68.8352,-146.7334,5,2.7,ml,CH02
2018/09/15T02:56:0.14,68.8244,-146.4471,4,2.4,ml,CH02
2018/09/15T04:16:24.78,68.9712,-146.6847,5,2.7,ml,CH02
2018/09/15T17:21:50.44,69.1666,-146.5417,10,2.7,ml,CH02
2018/09/15T21:46:52.13,69.0074,-146.3237,5,2.6,ml,CH02
2018/09/16T19:55:23.91,68.6949,-147.4478,6,2.6,ml,CH02
2018/09/17T15:24:0.15,69.1366,-146.4845,6,2.7,ml,CH02
2018/09/17T17:29:30.78,69.142,-146.4683,16,2.5,ml,CH03
2018/09/17T23:21:2.75,68.6765,-147.4456,6,2.5,ml,CH02
2018/09/18T09:07:14.89,68.6784,-147.5225,9,2.8,ml,CH02
2018/09/19T10:44:59.01,69.0315,-147.0919,10,2.6,ml,CH02
2018/09/20T12:09:26.32,69.1277,-146.4019,5,2.8,ml,CH02
2018/09/20T13:55:51.09,69.1393,-146.5104,6,3,ml,CH02
2018/09/21T22:39:50.79,68.5007,-146.9586,9,2.7,ml,CH02
2018/09/22T01:51:5.59,69.1497,-146.4998,7,2.8,ml,CH02
2018/09/22T12:09:32.36,68.5484,-147.1713,8,2.6,ml,CH02
2018/09/22T16:00:56.65,68.8597,-147.71,9,2.8,ml,CH02
2018/09/22T23:49:36.96,69.2115,-146.3727,8,3.1,ml,CH02
2018/09/24T01:48:42.38,68.9996,-146.3274,5,2.7,ml,CH02
2018/09/25T18:43:9.78,68.9735,-146.2342,9,2.6,ml,CH02
2018/09/25T21:37:56.30,68.6908,-147.1669,8,2.5,ml,CH02
2018/09/26T04:12:50.26,69.0283,-146.1871,18,3.1,ml,CH03
2018/09/26T22:53:7.64,69.16,-146.7128,9,2.7,ml,CH02
2018/09/27T00:20:22.26,69.1524,-146.7198,8,2.6,ml,CH02
2018/09/27T10:49:14.38,69.0065,-146.333,9,3,ml,CH02
