OT,LAT,LON,DEPTH,MAG,MAGTYPE,GT
2018/07/08T01:29:54.31,18.2761,-67.0605,26.5,2,ml,CH01
2018/07/08T01:36:26.00,18.2757,-67.0482,26.2,,nomag,CH01
2018/07/17T16:36:10.09,18.1325,-66.9383,25.8,,nomag,CH01
2018/07/26T09:00:48.95,18.184,-67.1007,24.4,1.9,ml,CH02
2018/08/16T00:50:59.61,18.1378,-66.7216,26.4,,nomag,CH01
2019/12/28T22:35:37.67,17.9443,-66.8672,15,4.8,Mww,CH01
2019/12/28T23:35:59.66,17.9308,-66.8422,15,3.8,mb,CH02
2019/12/29T00:06:39.55,17.9408,-66.8445,16,4.3,mb,CH02
2019/12/29T00:34:1.42,17.9406,-66.8655,18,3.8,ml,CH01
2019/12/29T01:06:1.25,17.9537,-66.8226,10,5,Mww,CH02
2019/12/29T01:21:14.93,17.9409,-66.837,12,4.9,Mww,CH02
2019/12/29T05:49:7.96,17.9399,-66.8653,15,3.8,ml,CH03
2019/12/31T23:07:42.66,17.9381,-66.8383,15,4.6,mb,CH01
2020/01/01T10:59:48.74,17.9504,-66.8427,15,4.4,mb,CH02
2020/01/02T16:49:41.02,17.9073,-66.8272,15,3.9,ml,CH02
2020/01/02T20:42:2.14,17.9227,-66.8288,14,4.8,Mwr,CH02
2020/01/03T03:41:15.90,17.9397,-66.8151,13,4.8,Mww,CH02
2020/01/03T16:52:12.42,17.91,-66.8123,15,3.6,ml,CH02
2020/01/06T10:32:19.62,17.9363,-66.8081,10,5.7,Mww,CH01
2020/01/06T14:51:17.51,17.9439,-66.7886,15,4.8,Mww,CH01
2020/01/07T08:24:26.35,17.9582,-66.8085,18,6.4,Mww,CH01
2020/01/07T08:29:50.15,17.9578,-66.7884,15,5,mb,CH02
2020/01/07T08:34:1.68,17.9441,-66.7346,15,5.6,Mww,CH01
2020/01/07T08:50:44.79,17.9566,-66.705,13,5,Mww,CH01
2020/01/07T09:41:30.71,17.9835,-66.8242,15,4.5,mb,CH02
2020/01/07T11:18:42.81,18.0033,-66.7667,18,5.8,Mww,CH01
2020/01/07T13:00:21.73,18.0235,-66.7348,17,4.6,mb,CH02
2020/01/07T14:04:46.65,17.9951,-66.7756,20,4.7,mb,CH02
2020/01/07T14:39:34.93,17.9322,-66.6912,14,4.5,mb,CH01
2020/01/07T16:27:7.31,17.9748,-66.813,15,4.8,mb,CH01
2020/01/07T18:10:55.02,18.0204,-66.7541,21,4.2,Mwr,CH02
2020/01/07T20:32:59.51,17.9778,-66.7292,17,4.5,mb,CH01
2020/01/08T20:04:17.82,17.9297,-66.7029,17,4.5,Mwr,CH02
2020/01/10T08:05:27.87,17.9271,-66.686,13,4.2,Mwr,CH02
2020/01/10T22:26:24.78,17.9568,-66.8744,16,5.2,Mww,CH01
2020/01/11T02:28:21.65,18.0005,-66.801,12,5,Mww,CH01
2020/01/11T04:08:50.79,17.9995,-66.7568,11,4.4,Mwr,CH02
2020/01/11T12:54:45.27,17.9343,-66.8435,17,5.9,Mww,CH01
2020/01/11T12:56:24.18,17.9561,-66.8451,20,5.2,mb,CH02
2020/01/11T23:49:39.77,17.9265,-66.8396,15,4.5,Mwr,CH01
2020/01/12T07:59:56.54,17.9774,-66.8999,18,4.5,Mwr,CH01
2020/01/12T10:54:59.50,17.8943,-66.8837,21,4.3,Mwr,CH02
2020/01/13T02:52:30.42,18.0007,-66.7286,19,4.1,Mwr,CH02
2020/01/13T03:05:19.77,17.9429,-66.8241,17,4.5,Mwr,CH01
2020/01/13T20:46:40.48,17.9236,-67.0103,11,4.2,Mwr,CH02
2020/01/14T01:40:52.95,17.9106,-66.8492,21,4,Mwr,CH02
2020/01/14T12:26:41.16,17.8498,-66.8748,22,4.9,Mww,CH02
2020/01/14T14:48:7.65,17.9074,-67.0212,9,4.2,Mwr,CH02
2020/01/14T22:27:43.01,17.8953,-66.8589,21,4.3,Mwr,CH02
2020/01/15T15:36:23.54,17.9178,-67.0262,9,5.1,Mww,CH01
2020/01/15T19:49:47.26,17.9082,-66.98,11,4,Mwr,CH02
2020/01/16T02:51:22.61,17.8954,-67.0669,9,4.5,Mww,CH02
2020/01/16T20:58:46.50,18.0052,-66.7596,16,4.1,Mwr,CH01
2020/01/16T21:15:18.74,17.9292,-66.9437,12,4.3,Mwr,CH02
2020/01/17T22:02:35.74,17.9795,-66.7646,19,4.5,mb,CH01
2020/01/19T00:05:54.84,17.9323,-66.9438,14,4.5,Mwr,CH01
2020/01/19T00:53:58.42,17.9307,-66.9466,15,4,Mwr,CH02
2020/01/20T01:26:5.83,18.0118,-66.739,22,3.9,Mwr,CH02
2020/01/20T05:26:19.68,17.9966,-66.7348,11,4.7,Mww,CH01
2020/01/20T09:56:21.19,17.9762,-66.7627,10,4,Mwr,CH01
2020/01/20T15:14:53.67,17.9733,-66.7584,21,4.5,Mwr,CH02
2020/01/25T08:00:47.04,17.9199,-66.9359,12,4.2,Mwr,CH02
2020/01/25T20:20:37.68,18.0094,-66.8139,19,4.8,Mww,CH01
2020/01/27T06:53:23.09,17.9236,-66.6586,9,4.4,mb,CH02
2020/01/28T00:16:48.01,17.918,-66.6864,13,4.2,mb,CH02
2020/02/04T14:45:55.08,17.8453,-66.8851,19,5,Mww,CH01
2020/02/04T17:29:27.22,17.869,-66.8694,19,4.4,mb,CH02
2020/02/04T19:53:15.38,17.8664,-66.8713,17,4.2,Mwr,CH02
2018/08/12T14:58:53.09,69.6139,-145.2523,11,6.4,Mww,CF02
2018/08/12T15:04:5.91,69.5661,-145.1747,10,4.2,ml,CF03
2018/08/12T15:04:47.97,69.573,-145.1243,10,4.2,ml,CF03
2018/08/12T15:14:19.61,69.5774,-144.748,11,5,Mww,CF02
2018/08/12T15:18:36.43,69.5639,-144.6943,10,4.7,mb,CF02
2018/08/12T15:33:35.94,69.5485,-144.4018,10,3.6,ml,CF03
2018/08/12T15:34:48.46,69.5525,-144.6991,11,4.7,mb,CF02
2018/08/12T15:42:5.92,69.6038,-144.8253,8,4.4,mb,CF03
2018/08/12T15:42:23.90,69.574,-144.3697,12,4.6,mb,CF03
2018/08/12T16:02:8.07,69.6026,-144.9712,12,5.1,Mww,CF02
2018/08/12T16:11:30.23,69.5489,-144.7949,10,3.8,ml,CF03
2018/08/12T16:44:38.72,69.5315,-144.5451,10,4.2,Mwr,CF03
2018/08/12T16:53:11.87,69.6049,-145.104,14,4,mb,CF02
2018/08/12T17:30:43.38,69.558,-144.9516,7,3.9,Mwr,CF03
2018/08/12T17:54:23.97,69.5957,-144.8415,11,3.9,Mwr,CF02
2018/08/12T18:36:42.77,69.5788,-144.7501,12,4.7,Mwr,CF02
2018/08/12T19:38:26.53,69.5542,-144.8515,9,3.9,Mwr,CF03
2018/08/12T20:55:38.85,69.5769,-144.5226,7,4,ml,CF03
2018/08/12T20:56:43.07,69.5724,-144.4017,9,4,Mwr,CF02
2018/08/12T21:15:0.51,69.5454,-144.398,9,6,Mww,CF02
2018/08/12T21:22:9.53,69.5473,-144.4967,10,3.8,ml,CF03
2018/08/12T21:24:9.54,69.5449,-144.4134,10,4.5,mb,CF03
2018/08/12T21:24:26.99,69.4963,-144.2743,10,4.5,mb,CF03
2018/08/12T21:25:46.95,69.5176,-144.2863,10,4.4,mb,CF03
2018/08/12T21:27:21.45,69.4713,-144.3167,12,4.3,mb,CF03
2018/08/12T21:30:20.02,69.4451,-144.1333,7,4.9,mb,CF03
2018/08/12T21:31:3.65,69.5005,-144.2646,7,5,Mww,CF02
2018/08/12T21:38:2.30,69.5266,-144.2359,8,4.3,Mww,CF02
2018/08/12T21:44:16.04,69.5447,-144.4607,9,4.5,mb,CF02
2018/08/12T21:47:38.21,69.5314,-144.2531,9,4.7,mb,CF02
2018/08/12T21:49:28.24,69.4931,-144.174,10,4.4,mb,CF03
2018/08/12T22:00:16.10,69.5397,-144.5436,9,4.4,mb,CF02
2018/08/12T22:09:1.99,69.5462,-144.3325,9,4.5,mb,CF02
2018/08/12T22:11:12.66,69.4347,-144.1792,8,4.1,mb,CF03
2018/08/12T22:20:8.37,69.4574,-144.2036,11,4.3,mb,CF03
2018/08/12T22:46:24.70,69.4179,-144.1785,10,4.4,mb,CF03
2018/08/12T23:29:38.01,69.504,-144.1728,9,4.1,Mwr,CF03
2018/08/12T23:30:2.40,69.4203,-144.1211,10,4.1,Mwr,CF03
2018/08/12T23:59:48.84,69.5375,-144.2397,10,4.1,Mwr,CF02
2018/08/13T02:42:32.90,69.5572,-144.6916,11,3.8,Mwr,CF02
2018/08/13T05:00:19.19,69.5521,-144.5131,11,4,Mwr,CF02
2018/08/13T05:22:30.51,69.4,-144.0928,8,3.9,Mwr,CF03
2018/08/13T05:41:47.12,69.5302,-144.2224,7,3.9,Mwr,CF02
2018/08/13T05:43:56.58,69.5859,-144.4071,10,4.1,Mwr,CF02
2018/08/13T06:37:25.50,69.5518,-144.2457,9,4,Mwr,CF02
2018/08/13T08:53:12.20,69.5658,-144.4103,13,4.4,Mwr,CF02
2018/08/13T09:55:54.88,69.5209,-144.2418,9,4.5,ml,CF02
2018/08/13T09:56:58.88,69.6305,-144.7971,10,4.4,Mwr,CF02
2018/08/13T11:05:12.38,69.5702,-144.6431,10,4.3,Mwr,CF02
2018/08/13T11:47:25.54,69.5523,-144.2432,8,3.9,Mwr,CF02
2018/08/13T13:35:43.65,69.6454,-145.4003,13,4.2,Mwr,CF02
2018/08/13T19:36:8.21,69.5429,-144.4885,10,4.7,Mwr,CF02
2018/08/13T23:53:10.18,69.5428,-144.2457,8,4.1,Mwr,CF02
2018/08/14T06:31:0.55,69.5212,-144.2634,8,4,Mwr,CF02
2018/08/14T14:49:57.59,69.5079,-144.2868,8,4.3,Mwr,CF02
2018/08/14T16:53:10.11,69.5737,-144.8265,10,4.4,Mwr,CF02
2018/08/16T06:32:29.39,69.5633,-144.4107,6,4.3,Mwr,CF02
2018/08/16T07:22:38.68,69.531,-144.2873,6,4.5,Mwr,CF02
2018/08/17T13:27:7.63,69.5127,-144.2419,6,3.9,Mwr,CF02
2018/08/18T04:39:36.10,69.5391,-144.3067,10,4.2,Mwr,CF02
2018/08/18T04:52:57.35,69.6269,-145.324,12,4,Mwr,CF02
2018/08/18T07:06:1.12,69.5346,-144.3118,6,4.2,Mwr,CF02
2018/08/19T13:32:23.10,69.5982,-144.9003,13,4.3,Mwr,CF02
2018/08/19T19:30:7.13,69.6533,-145.4129,15,4.1,Mwr,CF02
2018/08/20T09:33:48.11,69.6506,-145.3619,15,4.4,Mwr,CF02
2018/08/21T18:23:42.68,69.5295,-144.3687,8,3.8,Mwr,CF02
2018/08/22T21:09:33.26,69.5477,-144.3901,8,3.9,ml,CF02
2018/08/23T04:30:38.64,69.54,-144.3359,8,4.4,Mwr,CF02
2018/08/23T16:11:24.59,69.5587,-144.201,10,4,Mwr,CF02
2018/08/28T11:13:21.09,69.5814,-144.8946,13,4,Mwr,CF03
2018/08/30T22:49:50.24,69.5275,-144.2709,8,3.9,Mwr,CF02
2018/09/01T06:41:19.22,69.5913,-144.9711,12,4.5,Mwr,CF02
2018/09/05T04:03:50.04,69.5577,-144.3579,7,4.1,Mwr,CF02
2018/09/06T04:05:11.26,69.6639,-145.4201,13,4,Mwr,CF02
2018/09/10T23:37:7.92,69.5351,-144.5087,9,3.9,Mwr,CF02
2018/09/18T12:40:56.85,69.584,-144.2754,10,5,Mww,CF03
2018/09/19T22:12:42.52,69.5378,-144.3295,5,3.9,Mwr,CF02
2018/09/20T09:27:58.52,69.547,-144.418,8,3.8,Mwr,CF02
2018/09/21T04:28:25.38,69.5253,-144.1021,7,3.9,Mwr,CF02
2018/10/04T13:12:56.55,69.5241,-144.1839,9,4,Mwr,CF02
2018/10/04T13:12:56.28,69.5275,-144.1791,7,4,Mwr,CF02
2018/10/09T07:11:20.65,69.59,-144.9027,12,4,Mwr,CF02
2018/10/12T14:48:16.35,69.5619,-144.5138,7,3,ml,CF03
2018/10/16T16:45:16.61,69.6081,-145.0838,13,4,Mwr,CF02
2018/11/16T03:31:15.46,69.544,-144.3995,9,3.9,Mwr,CF02
2018/12/07T15:22:57.04,69.5724,-144.9692,13,4.2,Mwr,CF03
2018/12/30T07:14:10.82,69.6097,-144.984,12,4.5,mb,CF03
2019/01/09T06:51:39.92,69.1536,-144.644,17,4.3,Mwr,CF02
2019/01/09T15:35:49.08,69.16,-144.5982,15,2.6,ml,CF03
2019/01/10T10:49:8.50,69.1726,-144.6598,12,2.9,ml,CF03
2019/01/10T11:25:22.39,69.146,-144.6385,10,3.9,ml,CF03
2019/01/10T19:36:38.83,69.1571,-144.6746,18,4,Mwr,CF02
2019/01/12T17:14:7.02,69.1752,-144.6401,15,4.1,Mwr,CF02
2019/01/12T18:30:29.24,69.1705,-144.653,13,3.1,ml,CF02
2019/01/12T21:00:35.06,69.1629,-144.6738,13,3,ml,CF03
2019/01/13T06:45:30.40,69.1853,-144.6298,11,3.3,ml,CF03
2019/01/21T04:59:19.55,69.145,-144.655,9,2.8,ml,CF03
2019/02/07T01:32:7.07,69.1451,-144.6407,13,3,ml,CF02
2019/02/08T10:16:50.01,69.1565,-144.6732,12,3.3,ml,CF02
2019/02/10T10:34:31.48,69.1906,-144.646,12,2.7,ml,CF03
2019/03/16T00:29:15.25,69.1696,-144.6151,11,2.6,ml,CF03
2019/03/24T12:44:41.97,69.1892,-144.5974,12,2.9,ml,CF03
2019/04/09T16:25:11.25,69.1672,-144.6457,7,2.6,ml,CF03
2019/04/16T00:27:5.77,69.2004,-144.5925,13,2.6,ml,CF03
2019/07/03T04:38:22.70,69.1199,-144.708,13,5.1,Mwr,CF02
2019/07/03T04:58:54.07,69.1437,-144.6589,10,4.3,Mwr,CF02
2019/07/05T05:59:14.22,69.1342,-144.638,10,3.5,ml,CF03
2019/07/08T23:20:26.70,69.1663,-144.612,8,4.1,Mwr,CF03
2019/07/13T22:21:52.00,69.1742,-144.6507,8,3.6,Mwr,CF02
2019/07/16T21:42:41.62,69.146,-144.6614,7,3.6,ml,CF03
1993/09/21T03:28:54.59,42.3188,-122.0226,13,5.7,mb,CH01
1993/09/21T04:16:11.87,42.275,-121.9969,12,4.3,mb,CH01
1993/09/21T05:11:31.27,42.2575,-122.0344,17,4.6,mb,CH01
1993/09/21T05:45:34.24,42.3614,-122.0622,15,5.5,mb,CH01
1993/09/21T06:14:43.11,42.3862,-122.0491,13,4.9,mb,CH01
1993/09/23T06:21:9.72,42.3041,-122.0283,7,4.1,mb,CH01
1993/09/24T16:53:30.07,42.3309,-121.9615,11,4,mb,CH02
1993/12/04T22:15:19.56,42.2737,-121.9988,13,5,mb,CH01
1994/01/19T22:27:31.09,42.2813,-121.9468,15.1,4.3,mb,CH01
1994/11/17T20:29:49.42,42.3832,-122.1042,15,,nomag,CH01
2002/05/15T17:54:48.13,42.2033,-121.9166,18.8,4,mb,CH01
2003/11/13T00:57:53.64,42.5553,-122.5914,15,,nomag,CH02
2006/07/30T03:05:13.79,42.2526,-122.0393,12.2,,nomag,CH01
2006/12/02T23:37:29.31,42.0739,-121.8999,12.4,,nomag,CH01
2007/03/25T23:16:18.17,42.2297,-121.9625,15.2,,nomag,CH02
2007/06/19T18:08:20.40,42.3991,-122.8377,11,,nomag,CH02
2011/06/22T10:54:56.88,42.1773,-121.9087,15,,nomag,CH02
2011/08/06T00:05:19.67,42.6242,-122.4331,14.4,2.8,ml,CH01
2013/02/14T23:22:5.38,42.352,-122.8244,12,2,ml,CH01
2013/03/24T08:00:10.84,42.623,-122.428,13,2.6,ml,CH01
2013/03/24T11:39:4.34,42.6224,-122.4209,14,3.1,ml,CH01
2013/03/24T12:04:47.92,42.619,-122.4276,13,,nomag,CH01
2013/03/24T12:28:54.04,42.6239,-122.4165,14,2.5,ml,CH01
2013/03/24T18:46:4.64,42.6189,-122.4227,13,2.6,ml,CH01
2013/03/24T19:28:13.34,42.618,-122.4201,14,2.7,ml,CH01
2013/03/24T20:25:9.32,42.6222,-122.4257,13,1.8,ml,CH01
2013/03/25T16:42:40.65,42.6183,-122.4251,14,2,ml,CH01
2013/03/25T20:55:29.62,42.6146,-122.4214,15,2.7,ml,CH01
2013/04/03T08:25:57.83,42.6246,-122.4286,12,1.9,ml,CH01
2013/04/16T08:10:22.93,42.618,-122.4236,13,2.2,ml,CH01
2013/08/25T07:25:39.11,42.6186,-122.4147,15,2.1,ml,CH01
2015/08/19T04:10:48.47,42.3535,-122.0734,17,2,ml,CH01
2016/04/18T22:02:26.82,42.3213,-121.8439,14,2.4,ml,CH02
1989/04/23T19:21:5.80,66.9683,-156.2866,8,5.6,mb,CH02
1994/04/10T21:26:41.58,66.8763,-156.7116,11,4.4,mb,CH02
1995/04/18T09:56:38.02,66.746,-155.1224,14,4.6,mb,CH02
2017/08/29T11:15:49.49,67.0032,-157.7962,18,3.8,ml,CH01
2017/09/03T23:01:29.13,67.0162,-157.7682,22.1,2.5,ml,CH02
2017/11/16T11:10:44.75,67.209,-156.978,16.6,3.1,ml,CH01
2017/11/19T23:28:38.45,67.0132,-158.2559,23.9,2.6,ml,CH02
2017/12/03T05:21:42.10,66.8734,-156.7541,23.6,2.5,ml,CH01
2018/01/28T03:10:14.34,66.2138,-157.4576,20,2.7,ml,CH01
2018/02/03T09:35:2.96,66.2225,-157.4835,18,2.9,ml,CH01
2018/05/01T17:25:46.91,66.3646,-157.5619,14.8,2.6,ml,CH01
2018/05/16T12:49:55.24,66.3607,-157.4933,14.2,3.8,Mwr,CH01
2018/07/25T19:30:19.61,66.9066,-156.9679,22.1,2.6,ml,CH01
2018/08/22T09:25:53.07,66.3091,-157.1787,14.2,2.6,ml,CH01
2018/08/22T10:41:27.59,66.3084,-157.1593,14,3.8,ml,CH01
2018/08/22T13:57:8.76,66.3105,-157.1612,15.7,3.5,ml,CH01
2018/08/27T04:26:28.55,66.3079,-157.1716,15.5,3.4,ml,CH01
2019/02/10T13:35:47.89,66.3106,-157.1581,14,4.7,Mww,CH01
2019/02/10T16:56:44.09,66.3217,-157.1701,10,3.1,ml,CH01
2019/02/13T18:25:21.91,66.3156,-157.1544,13,3,ml,CH01
2019/02/15T11:18:10.64,66.3103,-157.1624,13,3,ml,CH01
2019/02/15T22:57:30.98,66.3153,-157.1383,10,3.6,ml,CH01
2019/02/21T06:57:24.90,66.3091,-157.1621,12,3.3,ml,CH01
2019/02/26T04:09:40.61,66.297,-157.1544,13,,nomag,CH01
2019/03/05T15:26:14.27,66.2883,-157.1247,11,3.4,ml,CH01
2019/03/06T21:33:13.42,66.321,-157.1656,14,5.2,Mww,CH01
2019/03/06T21:58:29.75,66.325,-157.1686,13,3.3,ml,CH01
2019/03/06T22:25:49.57,66.282,-157.1769,11,3.1,ml,CH02
2019/03/06T23:21:31.64,66.2898,-157.1507,15,3,ml,CH02
2019/03/07T08:15:35.56,66.3246,-157.2167,10,3.2,ml,CH01
2019/03/07T15:58:8.01,66.2773,-157.1213,15,3.3,ml,CH01
2019/03/07T23:58:42.41,66.2961,-157.3526,10,3.3,ml,CH02
2019/03/08T03:45:37.96,66.3127,-157.1636,11,3.1,ml,CH01
2019/03/08T07:21:6.17,66.2846,-157.1271,11,3.3,ml,CH01
2019/03/08T18:58:27.55,66.3069,-157.1029,14,3,ml,CH02
2019/03/12T15:40:45.08,66.3326,-157.1564,12,3,ml,CH02
2019/03/12T15:52:41.02,66.2815,-157.1599,12,4.3,ml,CH01
2019/03/12T15:52:51.16,66.2959,-157.1597,14,4.3,Mww,CH01
2019/03/12T16:22:56.96,66.266,-157.1354,11,3.1,ml,CH02
2019/03/13T00:34:38.52,66.2916,-157.1717,11,3.1,ml,CH01
2019/03/13T00:48:45.86,66.2568,-157.1868,11,3,ml,CH01
2019/03/16T19:46:51.67,66.3195,-157.1463,13,3.4,ml,CH01
2019/03/16T19:57:50.77,66.3178,-157.1398,13,3.2,ml,CH01
2019/03/18T17:55:24.98,66.281,-157.169,11,3.3,ml,CH01
2019/03/19T02:07:59.87,66.2729,-157.153,11,3,ml,CH01
2019/03/23T11:22:27.84,66.3205,-157.2229,14,3.1,ml,CH01
2019/03/26T21:27:18.13,66.309,-157.1647,14,5,Mww,CH01
2019/03/26T22:30:15.47,66.3112,-157.1833,14,3.1,ml,CH01
2019/03/27T01:07:5.45,66.3044,-157.1615,15,3.5,ml,CH02
2019/03/27T07:38:38.82,66.3179,-157.2102,12,4.3,mb,CH02
2019/03/27T10:56:4.77,66.3404,-157.2064,14,3.6,ml,CH02
2019/03/27T13:06:50.73,66.3134,-157.1429,15,3.8,ml,CH01
1979/03/15T20:17:49.86,34.2986,-116.4221,7,5.1,mb,CH01
1979/03/15T21:07:16.71,34.3022,-116.4442,11,5.6,mb,CH01
1979/03/15T23:07:57.85,34.3368,-116.435,8,4.6,mb,CH01
1979/03/31T00:16:8.66,34.2983,-116.4854,8,4.2,ml,CH01
1979/07/13T03:51:22.90,34.2568,-116.4183,10,4.2,mb,CH01
1986/07/08T09:20:43.40,33.949,-116.5828,14,5.7,mb,CH01
1992/04/23T04:50:21.60,34.0009,-116.2834,10,5.6,mb,CH01
1992/06/28T11:57:34.44,34.1909,-116.4474,6,7.3,Mw,CH01
1992/06/28T14:43:20.70,34.1401,-116.8438,9,5.3,mb,CH01
1992/06/28T15:05:30.10,34.2701,-116.7462,10,6.3,Mw,CH01
1992/06/29T14:13:37.79,34.0845,-116.3589,13,5.1,mb,CH02
1992/06/30T14:38:11.66,34.0055,-116.365,5,5,mb,CH02
1992/07/09T01:43:57.72,34.2273,-116.8254,5,5.6,mb,CH01
1992/12/04T02:08:57.47,34.3555,-116.8857,7,5.2,mb,CH01
1994/04/06T19:01:3.19,34.1769,-117.0489,11,4.4,mb,CH01
1997/09/28T15:57:21.71,34.322,-116.4128,7,3.8,mb,CH01
1998/08/16T13:34:39.71,34.1044,-116.8955,7,4.1,mb,CH01
1999/10/16T09:46:44.43,34.5637,-116.2812,6,7.1,Mw,CH01
1999/10/16T12:57:20.37,34.3892,-116.2249,7,5.2,mb,CH01
1999/12/13T13:20:15.93,34.099,-116.9671,4,3.7,mb,CH01
2001/02/10T21:05:4.94,34.2954,-116.9102,5,4.5,mb,CH01
2002/04/05T08:02:55.23,34.524,-116.2803,7,3.8,mb,CH01
2003/02/22T12:19:10.28,34.3039,-116.8321,9,4.7,mb,CH01
2003/02/22T19:33:45.20,34.3238,-116.812,7,4.5,mb,CH01
2003/03/11T19:28:16.63,34.3588,-116.1093,6.8,3.7,mb,CH01
2003/07/15T06:15:49.63,34.6281,-116.6062,7.8,3.9,mb,CH02
2004/04/15T02:28:8.26,33.951,-116.9683,16.6,3.4,ml,CH01
2006/08/26T21:19:55.22,34.2791,-116.9018,10.6,3.4,ml,CH01
2007/04/26T23:29:1.82,34.7056,-116.298,12.2,3,ml,CH01
2007/12/19T12:14:8.90,34.1498,-116.9789,11,3.9,mb,CH01
2008/04/06T20:51:29.99,34.6644,-116.3423,10.2,3,ml,CH01
2008/07/21T20:20:59.87,34.1091,-116.9053,8,3,ml,CH01
2008/11/19T00:54:49.62,34.1305,-117.0355,7.6,2.8,ml,CH01
2008/12/06T04:18:42.01,34.8121,-116.4131,11,4.8,mb,CH01
2010/06/07T20:32:56.23,34.3058,-116.8464,7,3.3,ml,CH01
2010/06/07T20:41:36.20,34.3038,-116.8497,6,3.2,ml,CH01
2010/09/14T13:40:39.52,34.247,-117.0049,9,3,ml,CH01
2011/03/09T04:17:16.56,34.2713,-116.834,9,3,ml,CH01
2011/05/27T23:22:53.59,34.2209,-117.045,5.7,2.6,ml,CH01
2011/05/29T03:39:38.20,34.171,-117.0678,6.2,2.5,ml,CH01
2011/05/29T03:54:15.86,34.171,-117.0666,6.7,2.6,ml,CH01
2007/05/31T00:32:31.02,46.9298,-112.445,9.1,,nomag,CH01
2009/04/18T12:50:3.71,46.8095,-112.4241,19.3,3,ml,CH01
2010/08/17T20:35:20.28,46.7688,-113.3636,15.4,,nomag,CH01
2012/09/13T04:42:44.10,46.8087,-111.9443,5.5,,nomag,CH02
2013/05/17T11:44:14.28,46.9575,-113.2847,12.8,,nomag,CH02
2015/10/04T03:31:18.92,46.7757,-112.0162,11.3,,nomag,CH02
2015/10/04T03:52:23.78,46.7673,-112.0071,11.5,,nomag,CH02
2015/10/17T07:42:44.67,46.7687,-112.0268,11.6,,nomag,CH02
2017/07/06T06:30:16.36,46.886,-112.5228,17.8,5.8,Mww,CH01
2017/07/06T07:02:27.20,46.8811,-112.5203,17.1,4.5,ml,CH01
2017/07/06T07:08:58.90,46.8835,-112.5258,17.1,3.9,ml,CH01
2017/07/06T07:11:57.96,46.8989,-112.5361,16.2,3.8,ml,CH01
2017/07/06T07:27:29.11,46.9094,-112.5403,16.9,4.4,Mwr,CH01
2017/07/06T09:07:24.12,46.9015,-112.5355,14.3,3.3,ml,CH01
2017/07/06T10:44:51.60,46.9166,-112.5145,19.5,3.4,ml,CH01
2017/07/06T10:54:10.36,46.8637,-112.5343,16.8,2.9,ml,CH01
2017/07/06T13:15:42.63,46.8698,-112.5156,18.1,3.6,ml,CH01
2017/07/06T16:22:50.54,46.8917,-112.5299,16.3,2.5,ml,CH01
2017/07/06T22:24:13.98,46.884,-112.5229,21.1,3.3,Mwr,CH01
2017/07/08T12:38:23.36,46.8632,-112.5325,16.6,3.6,Mwr,CH01
2017/07/08T12:56:30.76,46.9004,-112.5546,16.4,3.7,ml,CH01
2017/07/09T01:59:37.02,46.9066,-112.517,17.4,3.3,ml,CH01
2017/07/09T04:23:12.25,46.8827,-112.5283,17.5,3.2,ml,CH01
2017/07/10T02:48:20.70,47.0789,-113.1501,15.8,3,ml,CH01
2017/07/10T03:59:35.24,46.8875,-112.508,21.8,3.2,ml,CH02
2017/07/11T00:22:58.48,46.9507,-112.8319,17.8,3.4,ml,CH02
2017/07/11T01:37:40.19,46.8862,-112.5187,16.4,3.3,ml,CH01
2017/07/13T05:40:7.92,46.8626,-112.5385,15.6,3.6,ml,CH01
2017/07/13T16:37:57.10,46.8845,-112.515,22.4,3.6,ml,CH02
2017/07/17T08:49:49.21,46.8619,-112.5367,15.7,4,Mwr,CH01
2017/07/23T06:53:21.71,46.8452,-112.4879,20.7,3.4,ml,CH01
2017/07/23T22:29:58.75,46.8941,-112.5062,15,3.2,ml,CH01
2017/07/25T17:09:19.97,46.9179,-112.5159,15.8,3.2,ml,CH01
2017/10/02T03:02:30.89,46.8649,-112.5209,16.4,2.8,ml,CH02
2017/10/15T01:41:51.90,46.891,-112.5164,11.9,3.3,mb,CH01
2017/10/15T02:24:48.45,46.8873,-112.512,11.8,3.6,ml,CH01
2017/10/19T22:18:15.95,46.8882,-112.5152,11.8,3.9,Mwr,CH01
2017/11/07T14:08:17.98,46.8888,-112.5429,13.8,3.6,ml,CH02
2017/11/10T04:39:26.83,46.8922,-112.5005,16.6,3.2,ml,CH02
2017/11/22T20:50:54.61,46.9124,-112.429,10,3.4,ml,CH01
2017/12/07T01:49:22.34,46.5194,-112.495,22.5,3.6,ml,CH01
2017/12/12T10:44:25.26,46.8487,-112.4848,21.9,3.1,ml,CH01
2017/12/25T18:02:16.71,46.8859,-112.5331,14.8,3.1,ml,CH01
2017/12/28T07:59:52.34,46.8832,-112.5285,15.3,3.5,ml,CH01
2018/01/07T19:29:41.18,46.9145,-112.7482,16.7,3.9,ml,CH02
2018/02/22T10:18:39.00,46.8771,-112.5213,13.2,3.2,ml,CH02
2018/03/13T10:07:59.68,46.8933,-112.5278,16.6,3.3,ml,CH02
2018/04/17T11:11:14.23,46.8622,-112.5271,12.6,3.8,Mwr,CH01
2018/04/19T23:16:36.72,46.8984,-112.5269,16.1,3.2,ml,CH01
2018/05/14T11:11:18.88,46.8674,-112.5424,16.1,3.7,ml,CH01
